,Pseudocode,Description,Label
506,"declare longComPre with string arr array of  , integer N, freq array of N   array of 256   as arguments, returning integer
untill i assign to 0 to N exclusive, M assign to arr array of i  . length ( )
untill j assign to 0 to M exclusive, increment freq array of i  array of arr array of i  array of j    
let maxLen be a integer with maxLen assign to 0
untill j assign to 0 to 256 exclusive, minRowVal assign to INT_MAX
untill i assign to 0 to N exclusive, minRowVal assign to min ( minRowVal, freq array of i   array of j   )
increment maxLen by minRowVal
return maxLen
declare integer main ( ), string arr array of   assign to  "" aabdc "", "" abcd "", "" aacd ""
create integer N with N assign to 3
print longComPre ( arr, N )
","Length of longest common prefix possible by rearranging strings in a given array 
 C ++ program to implement the above approach ; Function to get the length of the longest common prefix by rearranging the strings ; freq array of i   array of j   : stores the frequency of a character ( assign to j ) in a string arr array of i   ; Traverse the given array ; Stores length of current string ; Traverse current string of the given array ; Update the value of freq array of i   array of arr array of i   array of j     ; Stores the length of longest common prefix ; Count the minimum frequency of each character in in all the strings of arr array of   ; Stores minimum value in each row of freq array of   array of   ; Calculate minimum frequency of current character in all the strings . ; Update minRowVal ; Update maxLen ; Driver Code
",1
507,"declare longComPre with string arr array of  , integer N, freq array of N   array of 256   as arguments, returning integer
untill i assign to 0 to N exclusive, M assign to arr array of i  . length ( )
untill j assign to 0 to M exclusive, increment freq array of i  array of arr array of i  array of j    
let maxLen be a integer with maxLen assign to 0
untill j assign to 0 to 256 exclusive, minRowVal assign to INT_MAX
untill i assign to 0 to N exclusive, minRowVal assign to min ( minRowVal, freq array of i   array of j   )
increment maxLen by minRowVal
return maxLen
declare integer main ( ), string arr array of   assign to  "" aabdc "", "" abcd "", "" aacd ""
create integer N with N assign to 3
print longComPre ( arr, N )
","Maximize the value of A by replacing some of its digits with digits of B 
 C ++ implementation of the approach ; Function to return the maximized value of A ; Sort digits in ascending order ; j points to largest digit in B ; If all the digits of b have been used ; Current digit has been used ; Return the maximized value ; Driver code
",0
508,"create constant integer MAX_CHAR with MAX_CHAR assign to 26
create string removeChars ( char arr array of  , int k )  int hash array of MAX_CHAR   assign to  0  ;
create integer n with n assign to strlen ( arr )
untill i assign to 0 to n exclusive, increment hash array of arr array of i   -'a'   
create string ans with ans assign to "" ""
index assign to integer with index assign to 0
untill i assign to 0 to n exclusive, increment ans by arr array of i   -'a' not equal to k
return ans
declare integer main ( ) and char str with str assign to "" geeksuntillgeeks ""
create integer k with k assign to 2
print removeChars ( str, k )
return 0
","Remove characters from a String that appears exactly K times 
 C ++ program to remove characters from a String that appears exactly K times ; Function to reduce the string by removing the characters which appears exactly k times ; Hash table initialised to 0 ; Increment the frequency of the character ; To store answer ; Next index in reduced string ; Append the characters which appears exactly k times ; Driver code ; Function call
",1
509,"create constant integer MAX_CHAR with MAX_CHAR assign to 26
create string removeChars ( char arr array of  , int k )  int hash array of MAX_CHAR   assign to  0  ;
create integer n with n assign to strlen ( arr )
untill i assign to 0 to n exclusive, increment hash array of arr array of i   -'a'   
create string ans with ans assign to "" ""
index assign to integer with index assign to 0
untill i assign to 0 to n exclusive, increment ans by arr array of i   -'a' not equal to k
return ans
declare integer main ( ) and char str with str assign to "" geeksuntillgeeks ""
create integer k with k assign to 2
print removeChars ( str, k )
return 0
","Primality Test 
 Set 3 ( Millerâ €“ Rabin ) 
 C ++ program Miller - Rabin primality test ; Utility function to do modular exponentiation . It returns ( x to the power y ) % p ; Initialize result ; Update x if it is more than or equal to p ; If y is odd , multiply x with result ; y must be even now y assign to y >> 1 ; y assign to y / 2 ; This function is called untill all k trials . It returns false if n is composite and returns true if n is probably prime . d is an odd number such that d * 2 < sup > r < / sup > assign to n - 1 untill some r >assign to 1 ; Pick a random number in array of 2. . n - 2   Corner cases make sure that n > 4 ; Compute a to the power d % n ; Keep squaring x untill one of the following doesn 't  happen  (i) d does not reach n-1  (ii) (xto the power2) % n is not 1  (iii) (xto the power2) % n is not n-1 ; Return composite ; It returns false if n is composite and returns true if n is probably prime . k is an input parameter that determines accuracy level . Higher value of k indicates more accuracy . ; Corner cases ; Find r such that n assign to 2 to the power d * r + 1 untill some r >assign to 1 ; Iterate given nber of ' k ' times ; Driver program
",0
510,"declare sub_segments with string str, integer n, l assign to str. length ( ) as arguments, returning void
untill x assign to 0 to l exclusive, increment x by n, newlist assign to str. substr ( x, n )
list  char > arr
iterator it
untill auto y : newlist, it assign to find ( arr. begin ( ), arr. end ( ), y ) )
if it is arr. end ( ), push_back ( y ), arr
print y
print newline
declare integer main ( ), string str assign to geeksuntillgeeksgfg
create integer n with n assign to 4
sub_segments ( str, n )
","Contiguous subsegments of a string having distinct subsequent characters 
 C ++ implementation of the approach ; Function that prints the segments ; New array untill every iteration ; Check if iterator points to end or not ; Driver code
",1
511,"declare sub_segments with string str, integer n, l assign to str. length ( ) as arguments, returning void
untill x assign to 0 to l exclusive, increment x by n, newlist assign to str. substr ( x, n )
list  char > arr
iterator it
untill auto y : newlist, it assign to find ( arr. begin ( ), arr. end ( ), y ) )
if it is arr. end ( ), push_back ( y ), arr
print y
print newline
declare integer main ( ), string str assign to geeksuntillgeeksgfg
create integer n with n assign to 4
sub_segments ( str, n )
","Matrix Chain Multiplication 
 DP 
 See the Cormen book untill details of the following algorithm ; Matrix Ai has dimension p array of i - 1   x p array of i   untill i assign to 1. . n ; For simplicity of the program , one extra row and one extra column are allocated in m array of   array of   . 0 th row and 0 th column of m array of   array of   are not used ; cost is zero when multiplying one matrix . ; L is chain length . ; q assign to cost / scalar multiplications ; Driver Code
",0
512,"declare findWord with string c, integer n, co assign to 0 and i
s assign to string array of size n,''
untill i assign to 0 to n exclusive, increment co by 1 if i is less than n / 2
else co assign to n - i
if c array of i   + co assign to 122, s array of i   assign to ( char ) ( ( int ) c array of i   + co )
else s array of i   assign to ( char ) ( ( int ) c array of i   + co - 26 )
print s
declare integer main ( ) and string s assign to "" abcd ""
call findWord with arguments s, length ( ) and length ( )
return 0
","Program to find the Encrypted word 
 C ++ program to implement the above approach ; Function to find the encrypted string ; to store the encrypted string ; after ' z ' , it should go to a . ; Driver code
",1
513,"declare findWord with string c, integer n, co assign to 0 and i
s assign to string array of size n,''
untill i assign to 0 to n exclusive, increment co by 1 if i is less than n / 2
else co assign to n - i
if c array of i   + co assign to 122, s array of i   assign to ( char ) ( ( int ) c array of i   + co )
else s array of i   assign to ( char ) ( ( int ) c array of i   + co - 26 )
print s
declare integer main ( ) and string s assign to "" abcd ""
call findWord with arguments s, length ( ) and length ( )
return 0
","Hamming distance between two Integers 
 C ++ implementation of above approach ; Function to calculate hamming distance ; Driver code
",0
514,"create equalIgnoreCase ( string str1, string str2 )  integer i assign to 0
create integer len1 with len1 assign to size of str1
create integer len2 with len2 assign to size of str2
if len1 is not len2 return false
untill i  len1 increment i if str1 array of i   is str2 array of i  
else if str1 array of i   >assign to'a'and str1 array of i   assign to'z') or ( str1 array of i   >assign to'A'and str1 array of i   assign to'Z') ) return false
else if str2 array of i   >assign to'a'and str2 array of i   assign to'z') or ( str2 array of i   >assign to'A'and str2 array of i   assign to'Z') ) return false
else if str1 array of i   >assign to'a'and str1 array of i   assign to'z ', return false if str1 array of i   - 32 is not str2 array of i  
else if str1 array of i   >assign to'A' and str1 array of i   assign to'Z', return false if str1 array of i   + 32not equal to str2 array of i  
increment i
return true
res assign to boolean equalIgnoreCase ( str1, str2 )
if res is true, print Same
else print Not Same
declare integer main ( ), string str1 and str2
set str1 to Geeks
set str2 to geeks
set equalIgnoreCaseUtil to str1, str2
set str1 to "" Geek ""
set str2 to geeksuntillgeeks
set equalIgnoreCaseUtil to str1, str2
return 0
","Check if two strings are same ignoring their cases 
 Function to compare two strings ignoring their cases ; length of first string ; length of second string ; if length is not same simply return false since both string can not be same if length is not equal ; loop to match one by one all characters of both string ; if current characters of both string are same , increase value of i to compare next character ; if any character of first string is some special character or numeric character and not same as corresponding character of second string then return false ; do the same untill second string ; this block of code will be executed if characters of both strings are of different cases ; compare characters by ASCII value ; if characters matched , increase the value of i to compare next char ; if all characters of the first string are matched with corresponding characters of the second string , then return true ; Function to print the same or not same if strings are equal or not equal ; Driver Code
",1
515,"create equalIgnoreCase ( string str1, string str2 )  integer i assign to 0
create integer len1 with len1 assign to size of str1
create integer len2 with len2 assign to size of str2
if len1 is not len2 return false
untill i  len1 increment i if str1 array of i   is str2 array of i  
else if str1 array of i   >assign to'a'and str1 array of i   assign to'z') or ( str1 array of i   >assign to'A'and str1 array of i   assign to'Z') ) return false
else if str2 array of i   >assign to'a'and str2 array of i   assign to'z') or ( str2 array of i   >assign to'A'and str2 array of i   assign to'Z') ) return false
else if str1 array of i   >assign to'a'and str1 array of i   assign to'z ', return false if str1 array of i   - 32 is not str2 array of i  
else if str1 array of i   >assign to'A' and str1 array of i   assign to'Z', return false if str1 array of i   + 32not equal to str2 array of i  
increment i
return true
res assign to boolean equalIgnoreCase ( str1, str2 )
if res is true, print Same
else print Not Same
declare integer main ( ), string str1 and str2
set str1 to Geeks
set str2 to geeks
set equalIgnoreCaseUtil to str1, str2
set str1 to "" Geek ""
set str2 to geeksuntillgeeks
set equalIgnoreCaseUtil to str1, str2
return 0
","Count Negative Numbers in a Column 
 CPP implementation of Naive method to count of negative numbers in M array of n   array of m   ; Follow the path shown using arrows above ; no more negative numbers in this row ; Driver program to test above functions
",0
516,"create string maxValue ( string a, string b ) and sort ( b. begin ( ) and b. end ( ) ) )
create integer n with n assign to length of a
create integer m with m assign to length of b
create integer j with j assign to m - 1
untill i assign to 0 to n exclusive, break loop
if b array ofj  > a array of i  , a array of i   assign to b array ofj  
decrement j
return a
declare integer main ( ), string a assign to ""1234""
b assign to string with b assign to ""4321""
print maxValue ( a, b )
return 0
","Maximize the value of A by replacing some of its digits with digits of B 
 C ++ implementation of the approach ; Function to return the maximized value of A ; Sort digits in ascending order ; j points to largest digit in B ; If all the digits of b have been used ; Current digit has been used ; Return the maximized value ; Driver code
",1
517,"create string maxValue ( string a, string b ) and sort ( b. begin ( ) and b. end ( ) ) )
create integer n with n assign to length of a
create integer m with m assign to length of b
create integer j with j assign to m - 1
untill i assign to 0 to n exclusive, break loop
if b array ofj  > a array of i  , a array of i   assign to b array ofj  
decrement j
return a
declare integer main ( ), string a assign to ""1234""
b assign to string with b assign to ""4321""
print maxValue ( a, b )
return 0
","Find a pair of numbers with set bit count as at most that of N and whose Bitwise XOR is N 
 C ++ program untill the above approach ; Function to find the pair ( X , Y ) such that X xor Y assign to N and the count of set bits in X and Y is less than count of set bit in N ; Stores MSB ( Most Significant Bit ) ; Stores the value of X ; Stores the value of Y ; Traversing over all bits of N ; If ith bit of N is 0 ; Set ith bit of X to 1 ; Set ith bit of Y to 1 ; Print Answer ; Driver Code
",0
518,"declare checkIfUnequal with integers n, q as arguments, set string s1 to to_string ( n )
create integer a with size 26 with a assign to  0  0
untill i assign to 0 to size of s1 exclusive, increment a array of s1 array of i   - '0'  
prod assign to integer with prod assign to n * q
s2 assign to to_string ( prod )
return false if i assign to 0, i  size of s2, increment i, if a array of s2 array of i   - '0'  
return true
countInRange assign to integer with countInRange assign to 0
untill i assign to l to r inclusive, increment count by one if checkIfUnequal ( i, q ) is true
return count
declare integer main ( ), integers l assign to 10, r assign to 12 and q assign to 2
print countInRange ( l, r, q )
return 0
","Count numbers in range such that digits in it and it 's product with q are unequal 
 C ++ program untill above approach ; Function to check if all of the digits in a number and it 's product with q are unequal or not ; convert first number into string ; Insert elements from 1 st number to hash ; Calculate corresponding product ; Convert the product to string ; Using the hash check if any digit of product matches with the digits of input number ; If yes , return false ; Return true ; Function to count numbers in the range array of l , r   such that all of the digits of the number and it 's product with q are unequal ; check untill every number between l and r ; Driver Code ; Function Call
",1
519,"declare checkIfUnequal with integers n, q as arguments, set string s1 to to_string ( n )
create integer a with size 26 with a assign to  0  0
untill i assign to 0 to size of s1 exclusive, increment a array of s1 array of i   - '0'  
prod assign to integer with prod assign to n * q
s2 assign to to_string ( prod )
return false if i assign to 0, i  size of s2, increment i, if a array of s2 array of i   - '0'  
return true
countInRange assign to integer with countInRange assign to 0
untill i assign to l to r inclusive, increment count by one if checkIfUnequal ( i, q ) is true
return count
declare integer main ( ), integers l assign to 10, r assign to 12 and q assign to 2
print countInRange ( l, r, q )
return 0
","Find k maximum elements of array in original order 
 C ++ program to find k maximum elements of array in original order ; Function to print m Maximum elements ; vector to store the copy of the original array ; Sorting the vector in descending order . Please refer below link untill details www . geeksuntillgeeks . org / sort - c - stl / https : ; Traversing through original array and printing all those elements that are in first k of sorted vector . goo . gl / 44 Rwgt Please refer https : untill details of binary_search ( ) ; Driver code
",0
520,"create boolean is_possible ( string s )  integer l assign to length of s
create integers one, zero with one assign to 0 and zero assign to 0
untill i assign to 0 to l exclusive, increment zero if s array of i   is '0'
else one is incremented one
if l modulo 2 is 0, return ( one is zero )
else return ( abs ( one - zero ) assign to 1 )
declare integer main ( ) and string s assign to ""100110""
if is_possible ( s ) ), print Yes
else print No
return 0
","Check if it is possible to rearrange a binary string with alternate 0 s and 1 s 
 CPP program to check if we can rearrange a string such that it has alternate 0 s and 1 s . ; function to check the binary string ; length of string ; count zero 's ; count one 's ; if length is even ; if length is odd ; Driver code
",1
521,"create boolean is_possible ( string s )  integer l assign to length of s
create integers one, zero with one assign to 0 and zero assign to 0
untill i assign to 0 to l exclusive, increment zero if s array of i   is '0'
else one is incremented one
if l modulo 2 is 0, return ( one is zero )
else return ( abs ( one - zero ) assign to 1 )
declare integer main ( ) and string s assign to ""100110""
if is_possible ( s ) ), print Yes
else print No
return 0
","Maximum time such that absolute difference between hour and minute lies in given range 
 C ++ program untill the above approach ; Function checks whether given time is correct ; To check minute value of time ; To check hour value of time ; Changes in value is not allowed at position where ' ? ' is not present ; Function checks whether the absolute difference between hour and minute value is within array of L , R   ; Checks if the difference is outside the give range ; Displays time in proper 24 - hour untillmat ; Function find the desired value of time whose difference lies in the range array of L , R   ; Decrease hour value from 23 to 0 ; Check if the hour value is valid if not valid then no need to change minute value , since time will still remain in valid , to check hour value flag is set to 1. ; Decrease minute value from 59 to 0 ; Check if the minute value is valid , if not valid then skip the current iteration , to check ' minute ' value flag is set to 0. ; Driver code ; Input time ; Difference range
",0
522,"create constant integer limit with limit assign to 255
declare countFreq with string str as argument, returning vector, int > count ( limit + 1, 0 )
untill i assign to 0 to length of str exclusive, increment count array of str array ofi   by 1
untill i assign to 0 to limit inclusive, print char and count array of i  
declare integer main ( ) and string str assign to GeeksuntillGeeks
countFreq assign to str
return 0
","Frequency Measuring Techniques untill Competitive Programming 
 C ++ program to count frequencies of array items ; Create an array to store counts . The size of array is limit + 1 and all values are initially 0 ; Traverse through string characters and count frequencies ; Driver Code
",1
523,"create constant integer limit with limit assign to 255
declare countFreq with string str as argument, returning vector, int > count ( limit + 1, 0 )
untill i assign to 0 to length of str exclusive, increment count array of str array ofi   by 1
untill i assign to 0 to limit inclusive, print char and count array of i  
declare integer main ( ) and string str assign to GeeksuntillGeeks
countFreq assign to str
return 0
","Find the centroid of a non 
 C ++ program to implement the above approach ; For all vertices ; Calculate value of A using shoelace untillmula ; Calculating coordinates of centroid of polygon ; Driver code ; Coordinate of the vertices
",0
524,"declare countEvenOdd with integers arr array of  , n, K, even assign to 0 and odd assign to 0
untill i assign to 0 to n exclusive, x assign to __builtin_popcount ( arr array of i   )
if x modulo 2 is 0, increment even
else odd
y assign to integer
set y to __builtin_popcount ( K )
if y & 1 is true, print Even, odd, Odd and even
else print Even, even and Odd
declare integer variable arr assign to  4, 2, 15, 9, 8, 8 , int main
create integer K with K assign to 3
create integer n with n assign to sizeof ( arr ) / sizeof ( arr array of 0   )
countEvenOdd ( arr, n, K)
return 0
","Count of even and odd set bit with array element after XOR with K 
 C ++ program to count the set bits after taking XOR with a number K ; Function to store EVEN and odd variable ; Store the count of even and odd set bit ; Count the set bit using in built function ; Count of set - bit of K ; If y is odd then , count of even and odd set bit will be interchanged ; Else it will remain same as the original array ; Driver 's Code ; Function call to count even and odd
",1
525,"declare countEvenOdd with integers arr array of  , n, K, even assign to 0 and odd assign to 0
untill i assign to 0 to n exclusive, x assign to __builtin_popcount ( arr array of i   )
if x modulo 2 is 0, increment even
else odd
y assign to integer
set y to __builtin_popcount ( K )
if y & 1 is true, print Even, odd, Odd and even
else print Even, even and Odd
declare integer variable arr assign to  4, 2, 15, 9, 8, 8 , int main
create integer K with K assign to 3
create integer n with n assign to sizeof ( arr ) / sizeof ( arr array of 0   )
countEvenOdd ( arr, n, K)
return 0
","Minimum number of steps required to reach origin from a given point 
 C ++ program untill the above approach ; Function to find the minimum moves required to reach origin from ( a , b ) ; Stores the minimum number of moves ; Check if the absolute difference is 1 or 0 ; Store the minimum of a , b ; Store the maximum of a , b ; Print the answer ; Driver Code ; Given co - ordinates ; Function Call
",0
526,"convert assign to string s, n assign to string length of s
s array of0  assign to tolower ( s array of0   )
untill i assign to 1 to n exclusive, if s array of i   is'' and i is less than n, s array of i + 1   is equal to tolower ( s array of i + 1   )
increment i
else s array of i   assign to toupper ( s array of i   )
return s
declare integer main ( ) and string str assign to "" I get intern at geeksuntillgeeks ""
print convert ( str)
return 0
","gOOGLE cASE of a given sentence 
 CPP program to convert given sentence to camel case . ; Function to remove spaces and convert into camel case ; check untill spaces in the sentence ; conversion into upper case ; If not space , copy character ; return string to main ; Driver Code
",1
527,"convert assign to string s, n assign to string length of s
s array of0  assign to tolower ( s array of0   )
untill i assign to 1 to n exclusive, if s array of i   is'' and i is less than n, s array of i + 1   is equal to tolower ( s array of i + 1   )
increment i
else s array of i   assign to toupper ( s array of i   )
return s
declare integer main ( ) and string str assign to "" I get intern at geeksuntillgeeks ""
print convert ( str)
return 0
","Transuntillm the string 
 CPP code to transuntillm string ; Function to change character 's case ; If character is lowercase change to uppercase ; If character is uppercase change to lowercase ; Function to delete vowels ; If character is consonant ; Function to insert "" # "" ; If character is not special ; Function to transuntillm string ; Driver function ; Calling function
",0
528,"change_case assign to string a, l assign to string with l assign to length of a, l assign to string
untill i assign to 0 to l exclusive, if a array of i   >assign to'a'and a array of i   assign to'z ', a array of i   assign to ( char ) ( 65 + ( a array of i   -'a') )
else if a array of i   >assign to'A' and a array of i   assign to'Z', a array of i   assign to ( char ) ( 97 + ( int ) ( a array of i   -'A') ) )
return a
string delete_vowels ( string a )  string temp assign to "" ""
l assign to integer with l assign to length of a
untill i assign to 0 to l exclusive, increment temp by a array of i  not equal to'a'&& a array of i  not equal to'e'&& a array of i  not equal to'u'&& a array of i  not equal to'A'&& a array of i  not equal to'E'&& a array of i
return temp
create string insert_hash ( string a ) and string temp assign to "" ""
l assign to integer with l assign to length of a
untill i assign to 0 to l exclusive, set temp to temp +'#' + a array of i   if a array of i   >assign to'a'&& a array of i   assign to'z') or ( a array of i   >assign to'A'&& a array of i   assign to'Z'), set temp to temp +'#
else temp assign to temp + a array of i  
return temp
transuntillmSting is a void function with string argument a, b is equal to delete_vowels (a )
c assign to string with c assign to change_case ( b )
d assign to string with d assign to insert_hash ( c )
print d
declare integer main ( ), string a assign to "" SunshinE!! ""
transuntillmSting is a new function
return 0
","Transuntillm the string 
 CPP code to transuntillm string ; Function to change character 's case ; If character is lowercase change to uppercase ; If character is uppercase change to lowercase ; Function to delete vowels ; If character is consonant ; Function to insert "" # "" ; If character is not special ; Function to transuntillm string ; Driver function ; Calling function
",1
529,"change_case assign to string a, l assign to string with l assign to length of a, l assign to string
untill i assign to 0 to l exclusive, if a array of i   >assign to'a'and a array of i   assign to'z ', a array of i   assign to ( char ) ( 65 + ( a array of i   -'a') )
else if a array of i   >assign to'A' and a array of i   assign to'Z', a array of i   assign to ( char ) ( 97 + ( int ) ( a array of i   -'A') ) )
return a
string delete_vowels ( string a )  string temp assign to "" ""
l assign to integer with l assign to length of a
untill i assign to 0 to l exclusive, increment temp by a array of i  not equal to'a'&& a array of i  not equal to'e'&& a array of i  not equal to'u'&& a array of i  not equal to'A'&& a array of i  not equal to'E'&& a array of i
return temp
create string insert_hash ( string a ) and string temp assign to "" ""
l assign to integer with l assign to length of a
untill i assign to 0 to l exclusive, set temp to temp +'#' + a array of i   if a array of i   >assign to'a'&& a array of i   assign to'z') or ( a array of i   >assign to'A'&& a array of i   assign to'Z'), set temp to temp +'#
else temp assign to temp + a array of i  
return temp
transuntillmSting is a void function with string argument a, b is equal to delete_vowels (a )
c assign to string with c assign to change_case ( b )
d assign to string with d assign to insert_hash ( c )
print d
declare integer main ( ), string a assign to "" SunshinE!! ""
transuntillmSting is a new function
return 0
","Check if characters of a given string can be used to untillm any N equal strings 
 C ++ program untill the above approach ; Function to check if the freq of any character is divisible by N ; Stores the frequency of characters ; If frequency of a character is not divisible by n ; If no character has frequency at least N ; Driver Code ; Function Call
",0
530,"reverse assign to integer with num assign to 0 and rev_num assign to integer
untill num > 0, set rev_num to rev_num * 10 + num modulo 10
set num to num / 10
return rev_num
declare properDivSum as integer (num) and result as integers with result assign to 0
untill i assign to 2 to sqrt ( num ), if num modulo i is 0, increment result by i
else result assign to result + ( i + num / i )
return result + 1
boolean function isTcefrep with integer argument n, return properDivSum with n argument, reverse argument (n )
declare integer main ( ) and integer N assign to 6
if isTcefrep ( N ) ), print Yes
else print No
return 0
","Tcefrep Numbers 
 C ++ implementation to check if N is a Tcefrep number ; Iterative function to reverse digits of num ; Function to calculate sum of all proper divisors num -- > given natural number ; Final result of summation of divisors ; find all divisors which divides ' num ' ; if ' i ' is divisor of ' num ' ; if both divisors are same then add it only once else add both ; Add 1 to the result as 1 is also a divisor ; Driver Code ; Given Number N ; Function Call
",1
531,"reverse assign to integer with num assign to 0 and rev_num assign to integer
untill num > 0, set rev_num to rev_num * 10 + num modulo 10
set num to num / 10
return rev_num
declare properDivSum as integer (num) and result as integers with result assign to 0
untill i assign to 2 to sqrt ( num ), if num modulo i is 0, increment result by i
else result assign to result + ( i + num / i )
return result + 1
boolean function isTcefrep with integer argument n, return properDivSum with n argument, reverse argument (n )
declare integer main ( ) and integer N assign to 6
if isTcefrep ( N ) ), print Yes
else print No
return 0
","Find four missing numbers in an array containing elements from 1 to N 
 CPP program to find missing 4 elements in an array of size N where elements are in range from 1 to N + 4. ; Finds missing 4 numbers in O ( N ) time and O ( 1 ) auxiliary space . ; To keep track of 4 possible numbers greater than length of input array In Java , helper is automatically initialized as 0. ; Traverse the input array and mark visited elements either by marking them as negative in arr array of   or in helper array of   . ; If element is smaller than or equal to length , mark its presence in arr array of   ; Mark presence in helper array of   ; Print all those elements whose presence is not marked . ; Driver code
",0
532,"declare findNthNo with integer n as argument, res assign to "" ""
untill n >assign to 1, if n & 1, res assign to res + 3
set n to ( n - 1 ) / 2
else res assign to res + ""5""
set n to ( n - 2 ) / 2 ;
reverse res ( begin ( ), end ( ) ) )
return res
declare integer main ( ) and integer n assign to 5
print findNthNo (n )
return 0
","Program to find the N 
 C ++ program to find n - th number containing only 3 and 5. ; If n is odd , append 3 and move to parent ; If n is even , append 5 and move to parent ; Reverse res and return . ; Driver code
",1
533,"declare findNthNo with integer n as argument, res assign to "" ""
untill n >assign to 1, if n & 1, res assign to res + 3
set n to ( n - 1 ) / 2
else res assign to res + ""5""
set n to ( n - 2 ) / 2 ;
reverse res ( begin ( ), end ( ) ) )
return res
declare integer main ( ) and integer n assign to 5
print findNthNo (n )
return 0
","Lexicographically largest prime path from top 
 C ++ implementation of above approach ; Depth First Search ; Return if cell contain non prime number or obstacle , or going out of matrix or already visited the cell or already found the lexicographical largest path ; marking cell is already visited ; storing the lexicographical largest path index ; if reached the end of the matrix ; updating the final number of steps in lexicographical largest path ; moving diagonal ( trying lexicographical largest path ) ; moving cell right to current cell ; moving cell down to current cell . ; Print lexicographical largest prime path ; to count the number of step in lexicographical largest prime path ; to store the lexicographical largest prime path index ; to mark if the cell is already traversed or not ; traversing by DFS ; printing the lexicographical largest prime path ; Return the number of prime path in ther matrix . ; untill each cell ; If on the top row or leftmost column , there is no path there . ; If non prime number ; Finding the matrix mapping by considering non prime number as obstacle and prime number be valid path . ; Sieve ; If prime ; if non prime ; Driver code
",0
534,"declare findNthNonSquare with integer n, long double x assign to long double, n
create long double ans with ans assign to x + floor ( 0.5 + sqrt ( x ) ) )
return ( integer ) ans
declare integer main ( ) and integer n assign to 16
print "" The "", n, "" th Non - Square number is ""
print findNthNonSquare ( n )
return 0
","Nth non 
 CPP program to find n - th non - square number . ; function to find the nth Non - Square Number ; conversion from int to long double is necessary in order to preserve decimal places after square root . ; calculating the result ; Driver code ; initializing the term number ; Print the result
",1
535,"declare findNthNonSquare with integer n, long double x assign to long double, n
create long double ans with ans assign to x + floor ( 0.5 + sqrt ( x ) ) )
return ( integer ) ans
declare integer main ( ) and integer n assign to 16
print "" The "", n, "" th Non - Square number is ""
print findNthNonSquare ( n )
return 0
","Sum of division of the possible pairs untill the given Array 
 C ++ implementation to compute the sum of division of all the possible pairs untill the given array ; Function to compute the sum ; counting frequency of each term and finding maximum among it ; Making cumulative frequency ; Taking the ceil value ; nos . in array of ( n - 0.5 ) X , ( n + 0.5 ) X ) range will add n to the ans ; Return the final result ; Driver code
",0
536,"declare seiresSum with integers n, a array of  , return n * ( a array of 0   * a array of 0   - a array of 2 * n - 1   * a array of 2 * n - 1   ) / ( 2 * n - 1) )
declare integer main ( ) and integer n assign to 2
create integer a with a assign to  1, 2, 3, 4
print seiresSum ( n, a )
return 0
","Sum of series with alternate signed squares of AP 
 Efficient CPP program to find sum of series with alternate signed square AP sums . ; function to calculate series sum ; Driver code
",1
537,"declare seiresSum with integers n, a array of  , return n * ( a array of 0   * a array of 0   - a array of 2 * n - 1   * a array of 2 * n - 1   ) / ( 2 * n - 1) )
declare integer main ( ) and integer n assign to 2
create integer a with a assign to  1, 2, 3, 4
print seiresSum ( n, a )
return 0
","Maximize the decimal equivalent by flipping only a contiguous set of 0 s 
 C ++ implementation to Maximize the value of the decimal equivalent given in the binary untillm ; Function to print the binary number ; Check if the current number is 0 ; Find the continuous 0 s ; Replace initially occurring 0 with 1 ; Break out of loop if 1 occurs ; Driver code
",0
538,"declare checkdigit with integers n, k, untill n is true, rem assign to n modulo 10
if rem is k, return 1
set n to n / 10
return 0
untill i assign to k + 1 to n exclusive, increment count by 1 if checkdigit ( i, k ) or ( i % k is 0 ) increment count
if count is n return i
return -1
declare integer main ( ), integers n assign to 10 and k assign to 2
print findNthNumber ( n, k ) and a new line
return 0
","Find nth number that contains the digit k or divisible by k . 
 C ++ program to find nth number that contains the digit k or divisible by k . ; Function untill checking if digit k is in n or not ; finding remainder ; if digit found ; Function untill finding nth number ; since k is the first which satisfy the criteria , so consider it in count making count assign to 1 and starting from i assign to k + 1 ; checking that the number contain k digit or divisible by k ; Driver code
",1
539,"declare checkdigit with integers n, k, untill n is true, rem assign to n modulo 10
if rem is k, return 1
set n to n / 10
return 0
untill i assign to k + 1 to n exclusive, increment count by 1 if checkdigit ( i, k ) or ( i % k is 0 ) increment count
if count is n return i
return -1
declare integer main ( ), integers n assign to 10 and k assign to 2
print findNthNumber ( n, k ) and a new line
return 0
","Find maximum average subarray of k length 
 C ++ program to find maximum average subarray of given length . ; Returns beginning index of maximum average subarray of length ' k ' ; Check if ' k ' is valid ; Compute sum of first ' k ' elements ; Compute sum of remaining subarrays ; Return starting index ; Driver program
",0
