,Pseudocode,Description,Label
460,"create integer maxSubsequences ( integer arr [ ], integer n ), unordered_map, integer > m
create integer maxCount with maxCount = 0
create integer count
for i = 0 to n exclusive, if find ( arr [ i ] ) is not m. end ( ), count = m [ arr [ i ] ]
if count is greater than 1, m [ arr [ i] ] = count - 1
else erase ( arr [ i ] )
if arr [ i ] - 1 is greater than 0, increment m [ arr [ i ] - 1 ] by 1
else increment maxCount
if arr [ i ] - 1 is greater than 0, increment m [ arr [ i ] - 1 ] by 1
return maxCount
declare integer main ( ) and integer n = 5
create integer array arr with arr =  4, 5, 2, 1, 4
print maxSubsequences ( arr, n )
","Maximize count of Decreasing Consecutive Subsequences from an Array | C ++ program to implement the above approach ; Function to find the maximum number number of required subsequences ; HashMap to store number of arrows available with height of arrow as key ; Stores the maximum count of possible subsequences ; Stores the count of possible subsequences ; Check if i - th element can be part of any of the previous subsequence ; Count of subsequences possible with arr [ i ] as the next element ; If more than one such subsequence exists ; Include arr [ i ] in a subsequence ; Otherwise ; Increase count of subsequence possible with arr [ i ] - 1 as the next element ; Start a new subsequence ; Increase count of subsequence possible with arr [ i ] - 1 as the next element ; Return the answer ; Driver Code
",1
461,"create integer maxSubsequences ( integer arr [ ], integer n ), unordered_map, integer > m
create integer maxCount with maxCount = 0
create integer count
for i = 0 to n exclusive, if find ( arr [ i ] ) is not m. end ( ), count = m [ arr [ i ] ]
if count is greater than 1, m [ arr [ i] ] = count - 1
else erase ( arr [ i ] )
if arr [ i ] - 1 is greater than 0, increment m [ arr [ i ] - 1 ] by 1
else increment maxCount
if arr [ i ] - 1 is greater than 0, increment m [ arr [ i ] - 1 ] by 1
return maxCount
declare integer main ( ) and integer n = 5
create integer array arr with arr =  4, 5, 2, 1, 4
print maxSubsequences ( arr, n )
","Sunny Number | C ++ program for the above approach ; Function check whether x is a perfect square or not ; Find floating point value of square root of x . ; If square root is an integer ; Function to check Sunny Number ; Check if ( N + 1 ) is a perfect square or not ; If ( N + 1 ) is not a perfect square ; Driver Code ; Given Number ; Function call
",0
462,"if s [ i ] is ch, erase s. begin ( ) + i )
break loop
for i = length of s - 1 to -1 exclusive, if s [ i ] is ch, erase ( s. begin ( ) + i )
break loop
return s
declare integer main ( ) and string s = hello world
create character ch with ch ='l '
print removeOcc ( s, ch )
return 0
","Remove the first and last occurrence of a given Character from a String | C ++ Program to implement the above approach ; Function to remove first and last occurrence of a given character from the given string ; Traverse the given string from the beginning ; If ch is found ; Traverse the given string from the end ; If ch is found ; Driver Code
",1
463,"if s [ i ] is ch, erase s. begin ( ) + i )
break loop
for i = length of s - 1 to -1 exclusive, if s [ i ] is ch, erase ( s. begin ( ) + i )
break loop
return s
declare integer main ( ) and string s = hello world
create character ch with ch ='l '
print removeOcc ( s, ch )
return 0
","Area of a square inscribed in a circle which is inscribed in an equilateral triangle | C ++ Program to find the area of the square inscribed within the circle which in turn is inscribed in an equilateral triangle ; Function to find the area of the square ; a cannot be negative ; area of the square ; Driver code
",0
464,"declare minSteps with integers N, increasing [ ], decreasing [ ], m1, m2, mini = INT_MAX
for i = 0 to m1 exclusive, if mini > increasing [ i ], mini = increasing [ i ]
create integer maxi with maxi = INT_MIN
for i = 0 to m2 exclusive, if maxi is less than decreasing [ i ], maxi is equal to decreasing [ i ]
minSteps = integer with minSteps = max ( maxi, N - mini )
print minSteps
declare integer main ( ) and integer N = 7
create integer array increasing with increasing =  3, 5  ;
decreasing = integer with decreasing =  6  ;
create integer m1 with m1 = sizeof ( increasing ) / sizeof ( increasing [ 0 ] )
create integer m2 with m2 = sizeof ( decreasing ) / sizeof ( decreasing [ 0 ] )
minSteps ( N, increasing, decreasing, m1, m2 )
","Minimum steps for increasing and decreasing Array to reach either 0 or N | C ++ program for the above approach ; Function that finds the minimum steps to reach either 0 or N for given increasing and decreasing arrays ; Initialize variable to find the minimum element ; Find minimum element in increasing [ ] array ; Initialize variable to find the maximum element ; Find maximum element in decreasing [ ] array ; Find the minimum steps ; Print the minimum steps ; Driver code ; Given N ; Given increasing and decreasing array ; Find length of arrays increasing and decreasing ; Function call
",1
465,"declare minSteps with integers N, increasing [ ], decreasing [ ], m1, m2, mini = INT_MAX
for i = 0 to m1 exclusive, if mini > increasing [ i ], mini = increasing [ i ]
create integer maxi with maxi = INT_MIN
for i = 0 to m2 exclusive, if maxi is less than decreasing [ i ], maxi is equal to decreasing [ i ]
minSteps = integer with minSteps = max ( maxi, N - mini )
print minSteps
declare integer main ( ) and integer N = 7
create integer array increasing with increasing =  3, 5  ;
decreasing = integer with decreasing =  6  ;
create integer m1 with m1 = sizeof ( increasing ) / sizeof ( increasing [ 0 ] )
create integer m2 with m2 = sizeof ( decreasing ) / sizeof ( decreasing [ 0 ] )
minSteps ( N, increasing, decreasing, m1, m2 )
","Concatenate strings in any order to get Maximum Number of "" AB "" | C ++ implementation of above approach ; Function to find maximum number of ABs ; variable A , B , AB for count strings that end with ' A ' but not end with ' B ' , ' B ' but does not end with ' A ' and ' B ' and ends with ' A ' respectively . ; ' AB ' is already present in string before concatenate them ; count of strings that begins with ' B ' and ends with 'A ; count of strings that begins with ' B ' but does not end with ' A ' ; count of strings that ends with ' A ' but not end with ' B ' ; updating the value of ans and add extra count of ' AB ' ; Driver Code
",0
466,"solve = vector of integers > & P, integer n, vector of integers > arr
push_back is a new line
for auto x : P, push_back ( x ) arr
cnt = integer with cnt = 0
for i = 1 to n exclusive swap ( arr [ i ], arr [ i + 1 ] )
increment cnt
if arr [ n ] is n, swap arr [ n - 1 ] and arr [ n ]
increment cnt
print cnt
declare signed main ( ) and integer N = 9
create vector  int > P =  1, 2, 4, 9, 5, 8, 7, 3, 6
solve ( P, N )
return 0
","Minimum number of adjacent swaps required to convert a permutation to another permutation by given condition | C ++ program for the above approach ; Function to find the minimum number of swaps ; New array to convert to 1 - based indexing ; Keeps count of swaps ; Check if it is an ' X ' position ; Corner Case ; Swap ; Print the minimum swaps ; Driver Code ; Given Number N ; Given Permutation of N numbers ; Function Call
",1
467,"solve = vector of integers > & P, integer n, vector of integers > arr
push_back is a new line
for auto x : P, push_back ( x ) arr
cnt = integer with cnt = 0
for i = 1 to n exclusive swap ( arr [ i ], arr [ i + 1 ] )
increment cnt
if arr [ n ] is n, swap arr [ n - 1 ] and arr [ n ]
increment cnt
print cnt
declare signed main ( ) and integer N = 9
create vector  int > P =  1, 2, 4, 9, 5, 8, 7, 3, 6
solve ( P, N )
return 0
","Make two numbers equal by multiplying with their prime factors minimum number of times | C ++ program for the above approach ; Function to calculate total number of prime factor with their prime factor ; Iterate while the number is even ; Reduce to half ; Iterate up to sqrt ( N ) ; Iterate while N has factors of i ; Removing one factor of i ; Function to count the number of factors ; Find the GCD ; Find multiples left in X and Y ; Find prime factor of multiple left in X and Y ; Initialize ans ; Check if it possible to obtain X or not ; Check if it possible to obtain Y or not ; return main ans ; Driver code ; Given Input ; Function Call
",0
468,"declare SieveOfEratosthenes with integers n, unordered_set and allPrimes as arguments, returning boolean prime with n + 1 elements
set all contents of prime to true
for p = 2 to n inclusive, if prime [ p ] is true, increment i by n, set prime [ i ] to false
for p = 2 to n inclusive, insert p into allPrimes
countInterestingPrimes is a new integer function with n elements, unordered_set and integers with value allPrimes
SieveOfEratosthenes ( n, allPrimes )
set int to int > intersetingPrimes
create vector  integer > squares, quadruples
for i = 1 to i * i = n, push_back ( i * i ) )
for i = 1 to i * i * i * i * i = n, increment push_back ( i * i * i * i * i * i )
for a : squares, for b : quadruples, if count ( a + b ), insert ( a + b ) into intersetingPrimes
return size of intersetingPrimes
declare integer main ( ) and integer N = 10
print countInterestingPrimes ( N)
return 0
","Count of interesting primes upto N | C ++ program to find the number of interesting primes up to N . ; Function to find all prime numbers ; Create a boolean array "" prime [ 0 . . n ] "" and initialize all entries as true . A value in prime [ i ] will finally be false if i is Not a prime . ; If prime [ p ] is not changed , then it is a prime ; Update all multiples of p greater than or equal to the square of it ; Store all prime numbers ; Function to check if a number is perfect square or not ; To store all primes ; To store all interseting primes ; Store all perfect squares ; Store all perfect quadruples ; Store all interseting primes ; Return count of interseting primes ; Driver code
",1
469,"declare SieveOfEratosthenes with integers n, unordered_set and allPrimes as arguments, returning boolean prime with n + 1 elements
set all contents of prime to true
for p = 2 to n inclusive, if prime [ p ] is true, increment i by n, set prime [ i ] to false
for p = 2 to n inclusive, insert p into allPrimes
countInterestingPrimes is a new integer function with n elements, unordered_set and integers with value allPrimes
SieveOfEratosthenes ( n, allPrimes )
set int to int > intersetingPrimes
create vector  integer > squares, quadruples
for i = 1 to i * i = n, push_back ( i * i ) )
for i = 1 to i * i * i * i * i = n, increment push_back ( i * i * i * i * i * i )
for a : squares, for b : quadruples, if count ( a + b ), insert ( a + b ) into intersetingPrimes
return size of intersetingPrimes
declare integer main ( ) and integer N = 10
print countInterestingPrimes ( N)
return 0
","Smallest length of number divisible by K formed by using D only | C ++ program for the above approach ; Function to form the smallest number possible ; Array to mark the remainders counted already ; Iterate over the range ; If that remainder is already found , return - 1 ; Driver Code
",0
470,"create boolean result with result = true
if arr [ 1 ] > arr [ 0 ] and arr [ 1 ] > arr [ 2 ], if integer i = 1 ; i  n - 1 ; i += 2, if arr [ i ] > arr [ i - 1 ] and arr [ i + 1 ], result = true
else set result to false
break loop
if result is true and n modulo 2 is 0, if arr [ n - 1 ] is less than or equal to arr [ n - 2 ], result is false
else if arr [ 1 ]  arr [ 0 ] && arr [ 1 ]  arr [ 2 ], for i = 1 ; i  n - 1 ; i += 2, if arr [ i ]  arr [ i - 1 ] && arr [ i + 1 ], result = true
else set result to false
break loop
if result is true and n modulo 2 is 0, if arr [ n - 1 ] >= arr [ n - 2 ], result = false
return result
declare integer main ( ), integer arr =  1, 3, 2, 4  ; declare integer array arr =  1, 3, 2, 4
n = sizeof ( arr ) / sizeof ( int )
if isWaveArray ( arr, n) is true, print YES and a new line
else print NO
return 0
","Check if an array is Wave Array | CPP code to check if the array is wave array ; Function to check if array is wave array arr : input array n : size of array ; Check the wave form * If arr [ 1 ] is greater than left and right * Same pattern will be followed by whole * elements , else reverse pattern * will be followed by array elements ; Check for last element ; Check for last element ; Driver Code ; Array
",1
471,"create boolean result with result = true
if arr [ 1 ] > arr [ 0 ] and arr [ 1 ] > arr [ 2 ], if integer i = 1 ; i  n - 1 ; i += 2, if arr [ i ] > arr [ i - 1 ] and arr [ i + 1 ], result = true
else set result to false
break loop
if result is true and n modulo 2 is 0, if arr [ n - 1 ] is less than or equal to arr [ n - 2 ], result is false
else if arr [ 1 ]  arr [ 0 ] && arr [ 1 ]  arr [ 2 ], for i = 1 ; i  n - 1 ; i += 2, if arr [ i ]  arr [ i - 1 ] && arr [ i + 1 ], result = true
else set result to false
break loop
if result is true and n modulo 2 is 0, if arr [ n - 1 ] >= arr [ n - 2 ], result = false
return result
declare integer main ( ), integer arr =  1, 3, 2, 4  ; declare integer array arr =  1, 3, 2, 4
n = sizeof ( arr ) / sizeof ( int )
if isWaveArray ( arr, n) is true, print YES and a new line
else print NO
return 0
","Gold Mine Problem | C ++ program to solve Gold Mine problem ; Returns maximum amount of gold that can be collected when journey started from first column and moves allowed are right , right - up and right - down ; Create a table for storing intermediate results and initialize all cells to 0. The first row of goldMineTable gives the maximum gold that the miner can collect when starts that row ; Gold collected on going to the cell on the right ( -> ) ; Gold collected on going to the cell to right up ( / ) ; Gold collected on going to the cell to right down ( \ ) ; Max gold collected from taking either of the above 3 paths ; The max amount of gold collected will be the max value in first column of all rows ; Driver Code
",0
472,"declare countPossiblities with integer arr [ ], integer n, and lastOccur [ 100000 ] as arguments
for i = 0 to n exclusive, let lastOccur [ i ] be -1
dp = int array of size n + 1
set dp [ 0 ] to 1
for i = 1 to n inclusive, curEle = arr [ i - 1 ]
dp [ i ] = dp [ i - 1 ]
if lastOccur [ curEle] is not -1 and lastOccur [ curEle] is less than i - 1 then increment dp [ i ] by dp [ lastOccur [ curEle ] ]
let lastOccur [ curEle] be i
print dp [ n ] print newline
declare integer main ( ), integer arr [ ] =  1, 2, 1, 2, 2, 2  ;
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
declare countPossiblities ( arr, N )
return 0
","Count distinct sequences obtained by replacing all elements of subarrays having equal first and last elements with the first element any number of times | C ++ program for the above approach ; Function to count number of sequences satisfying the given criteria ; Stores the index of the last occurrence of the element ; Initialize an array to store the number of different sequences that are possible of length i ; Base Case ; If no operation is applied on ith element ; If operation is applied on ith element ; Update the last occurrence of curEle ; Finally , print the answer ; Driver Code
",1
473,"declare countPossiblities with integer arr [ ], integer n, and lastOccur [ 100000 ] as arguments
for i = 0 to n exclusive, let lastOccur [ i ] be -1
dp = int array of size n + 1
set dp [ 0 ] to 1
for i = 1 to n inclusive, curEle = arr [ i - 1 ]
dp [ i ] = dp [ i - 1 ]
if lastOccur [ curEle] is not -1 and lastOccur [ curEle] is less than i - 1 then increment dp [ i ] by dp [ lastOccur [ curEle ] ]
let lastOccur [ curEle] be i
print dp [ n ] print newline
declare integer main ( ), integer arr [ ] =  1, 2, 1, 2, 2, 2  ;
create integer N with N = sizeof ( arr ) / sizeof ( arr [ 0 ] )
declare countPossiblities ( arr, N )
return 0
","Find the smallest missing number | C ++ program to find the smallest elements missing in a sorted array . ; function that returns smallest elements missing in a sorted array . ; Left half has all elements from 0 to mid ; Driver code
",0
474,"create void maxSum ( vector  vector  arr, int n, int m ) vector  vector  int > > dp ( n )
for i = 0 to 2 exclusive, dp [ i ] = vector  int > (m )
for j = 0 to m exclusive, set dp [ i ] [ j ] to 0
dp [0] [m - 1 ] = arr [0] [m - 1 ]
dp [ 1 ] [ m - 1 ] = arr [ 1 ] [ m - 1 ]
for j = m - 2 to 0 inclusive, set dp [ i ] [ j ] + dp [ 0 ] [ j + 1 ] and arr [ i ] [ j ] + dp [ 0 ] [ j + 2 ] )
else dp [ i ] [ j ] = max ( arr [ i ] [ j ] + dp [ 1 ] [ j + 1 ], arr [ i ] [ j ] + dp [ 1 ] [ j + 2 ] )
print max ( dp [ 0 ] [ 0 ], dp [ 1 ] [ 0 ] )
declare integer main ( ), vector, vector, arr =   1, 50, 21, 5 , 2, 10, 10, 5
create integer N with N = arr [ 0 ]. size ( )
maxSum = arr, 2, N
return 0
","Maximum sum possible from given Matrix by performing given operations | C ++ program for the above approach ; Function to print the maximum sum ; Dp table ; Initializing dp array with 0 s ; Base case ; Traverse each column ; Update answer for both rows ; Print the maximum sum ; Driver Code ; Given array ; Number of Columns ; Function calls
",1
475,"create void maxSum ( vector  vector  arr, int n, int m ) vector  vector  int > > dp ( n )
for i = 0 to 2 exclusive, dp [ i ] = vector  int > (m )
for j = 0 to m exclusive, set dp [ i ] [ j ] to 0
dp [0] [m - 1 ] = arr [0] [m - 1 ]
dp [ 1 ] [ m - 1 ] = arr [ 1 ] [ m - 1 ]
for j = m - 2 to 0 inclusive, set dp [ i ] [ j ] + dp [ 0 ] [ j + 1 ] and arr [ i ] [ j ] + dp [ 0 ] [ j + 2 ] )
else dp [ i ] [ j ] = max ( arr [ i ] [ j ] + dp [ 1 ] [ j + 1 ], arr [ i ] [ j ] + dp [ 1 ] [ j + 2 ] )
print max ( dp [ 0 ] [ 0 ], dp [ 1 ] [ 0 ] )
declare integer main ( ), vector, vector, arr =   1, 50, 21, 5 , 2, 10, 10, 5
create integer N with N = arr [ 0 ]. size ( )
maxSum = arr, 2, N
return 0
","K 'th Largest element in BST using constant extra space | CPP code for finding K - th largest Node using O ( 1 ) extra memory and reverse Morris traversal . ; Node structure ; helper function to create a new Node ; count variable to keep count of visited Nodes ; if right child is NULL ; first increment count and check if count = k ; otherwise move to the left child ; find inorder successor of current Node ; set left child of successor to the current Node ; move current to its right ; restoring the tree back to original binary search tree removing threaded links ; move current to its left child ; Constructed binary tree is 4 / \ 2 7 / \ / \ 1 3 6 10
",0
476,"declare void maxSum ( vector  vector  arr, integer n )  integers r1 = 0, r2 = 0
for i = 0 to n exclusive, temp = r1
set r1 to max of r1 and r2 + arr [ 0 ] [ i ]
set r2 to max of r2 and temp + arr [ 1 ] [ i ]
print max ( r1, r2 )
declare integer main ( ), vector, vector, arr =   1, 50, 21, 5 , 2, 10, 10, 5
create integer n with n = arr [ 0 ]. size ( )
maxSum = arr, n
return 0
","Maximum sum possible from given Matrix by performing given operations | C ++ code for the above approach ; Function to print the maximum sum possible by selecting at most one element from each column such that no consecutive pairs are selected from a single row ; Initialize variables ; Traverse each column ; Print answer ; Driver Code ; Numberof columns
",1
477,"declare void maxSum ( vector  vector  arr, integer n )  integers r1 = 0, r2 = 0
for i = 0 to n exclusive, temp = r1
set r1 to max of r1 and r2 + arr [ 0 ] [ i ]
set r2 to max of r2 and temp + arr [ 1 ] [ i ]
print max ( r1, r2 )
declare integer main ( ), vector, vector, arr =   1, 50, 21, 5 , 2, 10, 10, 5
create integer n with n = arr [ 0 ]. size ( )
maxSum = arr, n
return 0
","Sentence Case of a given Camel cased string | C ++ implementation of the approach ; Function to return the original string after converting it back from camelCase ; Print the first character as it is ; Traverse the rest of the characters one by one ; If current character is uppercase print space followed by the current character in lowercase ; Else print the current character ; Driver code
",0
478,"create integer mod with mod = 1e9 + 7
create constant integer mx with mx = 1e6
declare integer function fact with name mx + 1
void Calculate_factorial ( )  fact [ 0 ] = 1
for i = 1 to mx inclusive, set fact [ i ] to i * fact [ i - 1 ]
set fact [ i ] to fact % mod
res = int with res = 1
while b is not a b modulo 2 set res to res * a
res = res modulo mod
set a to a * a
a = a modulo mod
divide b by 2
return res
void function countPermutations ( int n) and Calculate_factorial ( int )
create integer uni_modal with uni_modal = UniModal_per ( 2, n - 1 )
nonuni_modal = fact [ n ] - uni_modal
print uni_modal, "" "" and nonuni_modal
return
declare integer main ( ) and integer N = 4
countPermutations ( N)
return 0
","Count unimodal and non | C ++ program for the above approach ; Function to calculate the factorials up to a number ; Calculate the factorial ; Function to find power ( a , b ) ; Iterate until b exists ; If b is divisible by 2 ; Decrease the value of b ; Return the answer ; Function that counts the unimodal and non - unimodal permutations of a given integer N ; Function Call for finding factorials up to N ; Function to count unimodal permutations ; Non - unimodal permutation is N ! - unimodal permutations ; Driver Code ; Given Number N ; Function Call
",1
479,"create integer mod with mod = 1e9 + 7
create constant integer mx with mx = 1e6
declare integer function fact with name mx + 1
void Calculate_factorial ( )  fact [ 0 ] = 1
for i = 1 to mx inclusive, set fact [ i ] to i * fact [ i - 1 ]
set fact [ i ] to fact % mod
res = int with res = 1
while b is not a b modulo 2 set res to res * a
res = res modulo mod
set a to a * a
a = a modulo mod
divide b by 2
return res
void function countPermutations ( int n) and Calculate_factorial ( int )
create integer uni_modal with uni_modal = UniModal_per ( 2, n - 1 )
nonuni_modal = fact [ n ] - uni_modal
print uni_modal, "" "" and nonuni_modal
return
declare integer main ( ) and integer N = 4
countPermutations ( N)
return 0
","Sort prime numbers of an array in descending order | C ++ implementation of the approach ; false here indicates that it is not prime ; If prime [ p ] is not changed , then it is a prime ; Update all multiples of p , set them to non - prime ; Function that sorts all the prime numbers from the array in descending ; this vector will contain prime numbers to sort ; if the element is prime ; update the array elements ; Driver code ; print the results .
",0
480,"declare longestSubseq with string s, length, integers, integers ones = length + 1, zeroes = length + 1, integer array of integers
set all contents of ones to 0
set all contents of zeroes to 0
for i = 0 to length exclusive, if s [ i ] is '1', let ones [ i + 1 ] be ones [ i ] + 1
zeroes [ i + 1 ] = zeroes [ i ]
else set zeroes [ i + 1 ] to zeroes [ i ] + 1
ones [ i + 1 ] = ones [ i ]
let answer be a integer with answer = INT_MIN
create integer x with x = 0
for i = 0 to length inclusive, increment x by ones [ i ]
increment x by ( zeroes [j] - zeroes [ i ] )
increment x by ones [ length ] - ones [j ]
set answer to max of answer and x
set x to 0
print answer
declare integer main ( ) and string s = ""10010010111100101""
create integer length with length = length of s
let longestSubseq be a function that accepts s, length
return 0
","Longest subsequence possible that starts and ends with 1 and filled with 0 in the middle | C ++ Program to find the longest subsequence possible that starts and ends with 1 and filled with 0 in the middle ; Prefix array to store the occurences of '1' and '0' ; Initialise prefix arrays with 0 ; Iterate over the length of the string ; If current character is '1' ; If current character is '0' ; Add '1' available for the first string ; Add '0' available for the second string ; Add '1' available for the third string ; Update answer ; Print the final result ; Driver Code
",1
481,"declare longestSubseq with string s, length, integers, integers ones = length + 1, zeroes = length + 1, integer array of integers
set all contents of ones to 0
set all contents of zeroes to 0
for i = 0 to length exclusive, if s [ i ] is '1', let ones [ i + 1 ] be ones [ i ] + 1
zeroes [ i + 1 ] = zeroes [ i ]
else set zeroes [ i + 1 ] to zeroes [ i ] + 1
ones [ i + 1 ] = ones [ i ]
let answer be a integer with answer = INT_MIN
create integer x with x = 0
for i = 0 to length inclusive, increment x by ones [ i ]
increment x by ( zeroes [j] - zeroes [ i ] )
increment x by ones [ length ] - ones [j ]
set answer to max of answer and x
set x to 0
print answer
declare integer main ( ) and string s = ""10010010111100101""
create integer length with length = length of s
let longestSubseq be a function that accepts s, length
return 0
","Coin Change | DP | Dynamic Programming C ++ implementation of Coin Change problem ; table [ i ] will be storing the number of solutions for value i . We need n + 1 rows as the table is constructed in bottom up manner using the base case ( n = 0 ) ; Base case ( If given value is 0 ) ; Pick all coins one by one and update the table [ ] values after the index greater than or equal to the value of the picked coin
",0
482,"create constant integer MAX with MAX = 100
for q = 0 to Q exclusive, let i be q_i [ q ], R, C, q_j, K, Q, q, q, i be a void integer with largestSquare = q_i [ q ], int q, int q, int q, int q, int q, int q, in
create integer j with j = q_j [ q ]
min_dist = integer with min_dist = min ( min ( i, j ), min ( R - i - 1, C - j - 1) )
ans = integer with ans = -1
for k = 0 to min_dist inclusive, count = 0
for row = i - k to i + k inclusive, increment count by matrix [ row ] [ col ]
if count is greater than K, break loop
set ans to 2 * k + 1
print ans and "" STRNEWLINE ""
declare integer main with MAX =   1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
declare integers K = 9 and Q = 1
q_i = integer with q_i =  1  ;
create integer q_j with q_j =  2
largestSquare ( matrix, 4, 5, q_i, q_j, K, Q )
return 0
","Largest Square in a Binary Matrix with at most K 1 s for multiple Queries | C ++ implementation to find the largest square in the matrix such that it contains atmost K 1 's ; Function to calculate the largest square with atmost K 1 s for Q queries ; Loop to solve for each query ; Traversing the each sub square and counting total ; Breaks when exceeds the maximum count ; Driver Code
",1
483,"create constant integer MAX with MAX = 100
for q = 0 to Q exclusive, let i be q_i [ q ], R, C, q_j, K, Q, q, q, i be a void integer with largestSquare = q_i [ q ], int q, int q, int q, int q, int q, int q, in
create integer j with j = q_j [ q ]
min_dist = integer with min_dist = min ( min ( i, j ), min ( R - i - 1, C - j - 1) )
ans = integer with ans = -1
for k = 0 to min_dist inclusive, count = 0
for row = i - k to i + k inclusive, increment count by matrix [ row ] [ col ]
if count is greater than K, break loop
set ans to 2 * k + 1
print ans and "" STRNEWLINE ""
declare integer main with MAX =   1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
declare integers K = 9 and Q = 1
q_i = integer with q_i =  1  ;
create integer q_j with q_j =  2
largestSquare ( matrix, 4, 5, q_i, q_j, K, Q )
return 0
","Matrix Chain Multiplication | DP | C ++ program using memoization ; Function for matrix chain multiplication ; Driver Code
",0
484,"create constant integer MAX with MAX = 100
declare largestSquare with integers matrix [ ] [ MAX], R, C, q_j [ ], K, Q as arguments, returning integer, with countDP [ R] [ C] as arguments
set all contents of countDP to 0
set countDP [ 0 ] [ 0 ] to matrix [ 0 ] [ 0 ]
for i = 1 to R exclusive, countDP [ i ] [ 0 ] = countDP [ i - 1 ] [ 0 ] + matrix [ i ] [ 0 ]
for j = 1 to C exclusive, countDP [ 0 ] [ j ] = countDP [ 0 ] [ j - 1 ] + matrix [ 0 ] [ j ]
for i = 1 to R exclusive, set countDP [ i ] [ j ] = matrix [ i ] [ j ] + countDP [ i - 1 ] [ j ] + countDP [ i - 1 ] - countDP [ i - 1 ] [ j - 1 ] [ j - 1 ]
for q = 0 to Q exclusive, i = q_i [q]
create integer j with j = q_j [ q ]
min_dist = integer with min_dist = min ( min ( i, j ), min ( R - i - 1, C - j - 1) )
ans = integer with ans = -1
for k = 0 to min_dist inclusive, x1 = i - k, x2 = i + k
create integers y1, y2, with y1 = j - k, y2 = j + k
count = integer with countDP = x2 ] [ y2 ]
if x1 > 0, decrease count by countDP [ x1 - 1 ] [ y2 ]
if y1 > 0, decrease count by countDP [ x2] [ y1 - 1 ]
if x1 > 0 and y1 > 0, increment count by countDP [ x1 - 1 ] [ y1 - 1 ]
if count is greater than K, break loop
set ans to 2 * k + 1
print ans and "" STRNEWLINE ""
declare integer main with MAX =   1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
declare integers K = 9 and Q = 1
q_i = integer with q_i =  1  ;
create integer q_j with q_j =  2
largestSquare ( matrix, 4, 5, q_i, q_j, K, Q )
return 0
","Largest Square in a Binary Matrix with at most K 1 s for multiple Queries | C ++ implementation to find the largest square in the matrix such that it contains atmost K 1 's ; Function to find the largest square in the matrix such that it contains atmost K 1 's ; Precomputing the countDP prefix sum of the matrix ; Loop to solve Queries ; Calculating the maximum possible distance of the centre from edge ; Calculating the number of 1 s in the submatrix ; Driver Code
",1
485,"create constant integer MAX with MAX = 100
declare largestSquare with integers matrix [ ] [ MAX], R, C, q_j [ ], K, Q as arguments, returning integer, with countDP [ R] [ C] as arguments
set all contents of countDP to 0
set countDP [ 0 ] [ 0 ] to matrix [ 0 ] [ 0 ]
for i = 1 to R exclusive, countDP [ i ] [ 0 ] = countDP [ i - 1 ] [ 0 ] + matrix [ i ] [ 0 ]
for j = 1 to C exclusive, countDP [ 0 ] [ j ] = countDP [ 0 ] [ j - 1 ] + matrix [ 0 ] [ j ]
for i = 1 to R exclusive, set countDP [ i ] [ j ] = matrix [ i ] [ j ] + countDP [ i - 1 ] [ j ] + countDP [ i - 1 ] - countDP [ i - 1 ] [ j - 1 ] [ j - 1 ]
for q = 0 to Q exclusive, i = q_i [q]
create integer j with j = q_j [ q ]
min_dist = integer with min_dist = min ( min ( i, j ), min ( R - i - 1, C - j - 1) )
ans = integer with ans = -1
for k = 0 to min_dist inclusive, x1 = i - k, x2 = i + k
create integers y1, y2, with y1 = j - k, y2 = j + k
count = integer with countDP = x2 ] [ y2 ]
if x1 > 0, decrease count by countDP [ x1 - 1 ] [ y2 ]
if y1 > 0, decrease count by countDP [ x2] [ y1 - 1 ]
if x1 > 0 and y1 > 0, increment count by countDP [ x1 - 1 ] [ y1 - 1 ]
if count is greater than K, break loop
set ans to 2 * k + 1
print ans and "" STRNEWLINE ""
declare integer main with MAX =   1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
declare integers K = 9 and Q = 1
q_i = integer with q_i =  1  ;
create integer q_j with q_j =  2
largestSquare ( matrix, 4, 5, q_i, q_j, K, Q )
return 0
","Find ( a ^ b ) % m where ' a ' is very large | C ++ program to find ( a ^ b ) mod m for a large ' a ' ; utility function to calculate a % m ; ( s [ i ] - '0' ) gives the digit value and form the number ; Returns find ( a ^ b ) % m ; Find a % m ; now multiply ans by b - 1 times and take mod with m ; Driver program to run the case
",0
